population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
1,All Population,44,Population,11,Indonesia,2,Female,34,2-4 years,1,Number,1998,6570997.218134725,7348518.29327795,5851642.520060383
1,All Population,44,Population,11,Indonesia,1,Male,34,2-4 years,1,Number,1999,6984318.131071371,7885703.269762963,6109415.70276122
1,All Population,44,Population,11,Indonesia,2,Female,34,2-4 years,1,Number,1999,6614301.68725161,7467933.084307799,5785749.994852587
1,All Population,44,Population,4709,Aceh,1,Male,235,95+ years,1,Number,1995,195.5961085817036,225.8726514900594,167.5204794265178
1,All Population,44,Population,4709,Aceh,2,Female,235,95+ years,1,Number,1995,488.3451657054185,562.5752077277849,417.3501853013893
1,All Population,44,Population,4709,Aceh,1,Male,235,95+ years,1,Number,1996,218.78643352321583,254.34047113713942,184.9647718193931
1,All Population,44,Population,4709,Aceh,2,Female,235,95+ years,1,Number,1996,535.7017430956241,622.4358113147637,451.0636917974564
1,All Population,44,Population,4709,Aceh,1,Male,235,95+ years,1,Number,1997,226.67708767143463,266.36787251710786,189.99160894902573
1,All Population,44,Population,4709,Aceh,2,Female,235,95+ years,1,Number,1997,562.8533840366462,659.538694150499,470.6807207442212
1,All Population,44,Population,4709,Aceh,1,Male,235,95+ years,1,Number,1998,233.52954757582,276.74464277342963,194.20260117005276
1,All Population,44,Population,4709,Aceh,2,Female,235,95+ years,1,Number,1998,585.2331439795438,691.7179678120152,486.25392659624583
1,All Population,44,Population,4709,Aceh,1,Male,235,95+ years,1,Number,1999,240.39813854651229,286.8092820568108,197.6994571110881
1,All Population,44,Population,4709,Aceh,2,Female,235,95+ years,1,Number,1999,604.8723442213018,719.2612668317229,496.97110995793804
1,All Population,44,Population,4709,Aceh,1,Male,238,12-23 months,1,Number,1995,49990.171645306,57686.3015857841,42952.843182155244
1,All Population,44,Population,4709,Aceh,2,Female,238,12-23 months,1,Number,1995,47425.52464662205,54728.20618295965,40746.79365087647
1,All Population,44,Population,4709,Aceh,1,Male,238,12-23 months,1,Number,1996,50272.90811918945,58377.140841113556,42409.49559881139
1,All Population,44,Population,4709,Aceh,2,Female,238,12-23 months,1,Number,1996,47694.16166342251,55383.60557284101,40236.36844504979
1,All Population,44,Population,4709,Aceh,1,Male,238,12-23 months,1,Number,1997,50667.47589187238,59191.11453438853,42481.22178999917
1,All Population,44,Population,4709,Aceh,2,Female,238,12-23 months,1,Number,1997,48027.981030261544,56113.19640598178,40270.42233477643
1,All Population,44,Population,4709,Aceh,1,Male,238,12-23 months,1,Number,1998,51121.90942678409,60218.90212046282,42419.665342619424
1,All Population,44,Population,4709,Aceh,2,Female,238,12-23 months,1,Number,1998,48413.420528362025,57031.07751862167,40176.58928033581
1,All Population,44,Population,4709,Aceh,1,Male,238,12-23 months,1,Number,1999,51560.51447514933,61264.68129905874,42594.34160958987
1,All Population,44,Population,4709,Aceh,2,Female,238,12-23 months,1,Number,1999,48791.527375001744,57977.71603300517,40305.465825023464
1,All Population,44,Population,4710,North Sumatra,1,Male,6,5-9 years,1,Number,1995,756465.2923772674,859780.1143631059,658165.3992316275
1,All Population,44,Population,4710,North Sumatra,2,Female,6,5-9 years,1,Number,1995,709600.2358395179,806521.1928460713,617443.8346928732
1,All Population,44,Population,4710,North Sumatra,1,Male,6,5-9 years,1,Number,1996,752176.2962870545,855562.6722023652,649534.652249967
1,All Population,44,Population,4710,North Sumatra,2,Female,6,5-9 years,1,Number,1996,705559.974432397,802578.7527584516,609130.2458463005
1,All Population,44,Population,4710,North Sumatra,1,Male,6,5-9 years,1,Number,1997,749215.8952029526,862673.179777779,639064.0903652371
1,All Population,44,Population,4710,North Sumatra,2,Female,6,5-9 years,1,Number,1997,702896.7558231815,809436.386736947,599408.6145045953
1,All Population,44,Population,4710,North Sumatra,1,Male,6,5-9 years,1,Number,1998,746998.279009988,858576.146420458,639977.3887385508
1,All Population,44,Population,4710,North Sumatra,2,Female,6,5-9 years,1,Number,1998,701380.8845046505,806309.0366797452,600889.8026865966
1,All Population,44,Population,4710,North Sumatra,1,Male,6,5-9 years,1,Number,1999,745099.506227295,866586.269665818,624770.9917337061
1,All Population,44,Population,4710,North Sumatra,2,Female,6,5-9 years,1,Number,1999,700687.2414140465,815178.9087322755,587388.287217396
1,All Population,44,Population,4710,North Sumatra,1,Male,7,10-14 years,1,Number,1995,738639.5035236363,839648.1257398038,642655.0923218024
1,All Population,44,Population,4710,North Sumatra,2,Female,7,10-14 years,1,Number,1995,698248.1083817288,793899.7573444148,607488.0651499837
1,All Population,44,Population,4710,North Sumatra,1,Male,7,10-14 years,1,Number,1996,733239.2796677207,834045.4178294193,632962.9444708317
1,All Population,44,Population,4710,North Sumatra,2,Female,7,10-14 years,1,Number,1996,692967.9237302098,788200.6129652765,598130.2069361596
1,All Population,44,Population,4710,North Sumatra,1,Male,7,10-14 years,1,Number,1997,726244.7807804424,836250.963403835,619087.219039132
1,All Population,44,Population,4710,North Sumatra,2,Female,7,10-14 years,1,Number,1997,686220.7120502349,790299.7407842812,584899.8608289675
1,All Population,44,Population,4710,North Sumatra,1,Male,7,10-14 years,1,Number,1998,718790.9817735517,826677.2054233266,616022.5119449757
1,All Population,44,Population,4710,North Sumatra,2,Female,7,10-14 years,1,Number,1998,679144.847681893,781501.8779426717,582090.5738165353
1,All Population,44,Population,4710,North Sumatra,1,Male,7,10-14 years,1,Number,1999,712053.1760385479,828273.0815795368,597096.293338718
1,All Population,44,Population,4710,North Sumatra,2,Female,7,10-14 years,1,Number,1999,672834.5446998893,782751.3397166105,564285.8508526742
1,All Population,44,Population,4711,West Sumatra,1,Male,6,5-9 years,1,Number,1995,264269.03208031616,303441.19909170276,227426.8797621079
1,All Population,44,Population,4711,West Sumatra,2,Female,6,5-9 years,1,Number,1995,250462.7557715147,287585.6689999386,215564.74280592412
1,All Population,44,Population,4711,West Sumatra,1,Male,6,5-9 years,1,Number,1996,261912.54814175097,302278.8500647905,224290.46553996395
1,All Population,44,Population,4711,West Sumatra,2,Female,6,5-9 years,1,Number,1996,248757.17102242945,287088.05624600634,213009.25151001287
1,All Population,44,Population,4711,West Sumatra,1,Male,6,5-9 years,1,Number,1997,260641.10650485402,303272.65023006167,222032.57254946977
1,All Population,44,Population,4711,West Sumatra,2,Female,6,5-9 years,1,Number,1997,247903.7721601347,288444.4813613224,211175.46696906743
