location,sex,band,year,model_prev,model_inc,model_dwell,gbd_prev,gbd_inc,gbd_dwell
Uganda,Male,25-44,2017,277762.313473003,8899.10784132149,31.2123775130875,136069.328787832,8613.5638429245,15.7970999308962
Uganda,Male,25-44,2018,295836.081674153,9440.49344645379,31.3369299340259,140129.775970422,8955.89619106685,15.6466503162683
Uganda,Male,25-44,2019,315811.953176398,10028.9426595718,31.4900547242617,144519.01474945,9308.93292042345,15.5247670151732
Uganda,Male,45-64,2000,19381.7397464131,138.397291339522,140.04421299594,19087.7954461274,131.102563228972,145.594372649987
Uganda,Male,45-64,2001,21199.9917124255,141.703386137144,149.608222430956,19401.291534768,131.361214963812,147.694215070352
Uganda,Male,45-64,2002,23148.4484911109,145.723561150895,158.851789705722,19778.2521726751,133.726734446829,147.90050960632
Uganda,Male,45-64,2003,25245.079927265,149.385306970377,168.9930585494,20254.1683561833,137.606264421387,147.189289974181
Uganda,Male,45-64,2004,27510.0887588605,153.149261456458,179.629261657798,20827.5409707068,142.927588076808,145.720929394781
Uganda,Male,45-64,2005,29981.829664798,157.402023492153,190.479315320192,21618.8147226382,149.66569601627,144.447360337589
Uganda,Male,45-64,2006,32790.3573827582,162.165393152681,202.203175075003,22423.6401785173,157.335302649609,142.521352810789
Uganda,Male,45-64,2007,35887.2026273073,167.468429972172,214.292345329031,23312.6157897537,165.184332262301,141.130913994524
Uganda,Male,45-64,2008,39264.5705807891,173.416521147702,226.417704154882,24285.5000594071,173.365169013979,140.082925523805
Uganda,Male,45-64,2009,42979.7206741807,179.919774157751,238.882695775823,25330.8448065697,181.737592031429,139.381426393
Uganda,Male,45-64,2010,47071.6174599715,186.9691682375,251.761388809187,26487.6437965677,189.899019792832,139.482783141609
Uganda,Male,45-64,2011,51397.4166842239,194.884172414676,263.733150041863,27611.2550474412,198.085955885104,139.39027087542
Uganda,Male,45-64,2012,56152.5484226112,203.453937809102,275.996370614848,28757.5191048687,206.648501338371,139.161517836417
Uganda,Male,45-64,2013,61307.1446278713,212.423297177257,288.60838449708,29961.6496118543,215.363745905808,139.121138917032
Uganda,Male,45-64,2014,66882.9889255397,222.207806250606,300.992976142832,31203.597123084,224.252766293026,139.144759009621
Uganda,Male,45-64,2015,72947.6203995513,232.004147925351,314.423776694814,32707.8180997614,233.288269805617,140.203440691701
Uganda,Male,45-64,2016,78994.2128703125,242.902814086295,325.209130110154,34030.7743953952,242.154819707738,140.53312850212
Uganda,Male,45-64,2017,85542.0186155535,252.628462766845,338.608000376037,35434.3340056017,250.77438231984,141.299656200163
Uganda,Male,45-64,2018,92595.2014653726,261.311095683666,354.348525550041,36895.2742193415,259.154013941528,142.368137225403
Uganda,Male,45-64,2019,100184.586037844,270.193304646936,370.78855883848,38402.8314026492,267.478435040772,143.573560974347
Uganda,Male,65+,2000,2299.70809528645,0,,2532.60270334633,0,
Uganda,Male,65+,2001,2389.67717330005,0,,2608.44432644622,0,
Uganda,Male,65+,2002,2477.81080756859,0,,2690.10408178517,0,
Uganda,Male,65+,2003,2562.26402907512,0,,2754.88661496629,0,
Uganda,Male,65+,2004,2647.48273577724,0,,2818.66974211581,0,
Uganda,Male,65+,2005,2734.37087703952,0,,2893.68051654561,0,
Uganda,Male,65+,2006,2913.46567689542,0,,2972.91996416287,0,
Uganda,Male,65+,2007,3088.31058895477,0,,3050.54852517998,0,
Uganda,Male,65+,2008,3265.32448325105,0,,3129.16984967731,0,
Uganda,Male,65+,2009,3453.99227169397,0,,3199.35509327263,0,
Uganda,Male,65+,2010,3660.27949086061,0,,3255.23291954168,0,
Uganda,Male,65+,2011,4035.33172566154,0,,3298.16547753213,0,
Uganda,Male,65+,2012,4448.59059668016,0,,3365.77688031226,0,
Uganda,Male,65+,2013,4916.42496165328,0,,3429.86590594044,0,
Uganda,Male,65+,2014,5423.14743127268,0,,3518.05259829597,0,
Uganda,Male,65+,2015,5927.80442912316,0,,3460.72432108765,0,
Uganda,Male,65+,2016,6688.09897258187,0,,3600.85121531859,0,
Uganda,Male,65+,2017,7476.0008134275,0,,3723.18248390344,0,
Uganda,Male,65+,2018,8301.33376091447,0,,3842.07002573406,0,
Uganda,Male,65+,2019,9166.15582346055,0,,3958.96068997006,0,
